id,etap_1,village,typ_voie,nvl_nm_rue,numero,code
1653,CA,Cavani,Chemin,Ma Marie,"018",CA-018 Chemin Ma Marie
1925,CA,Cavani,Chemin,Soukary,"019",CA-019 Chemin Soukary
768,CA,Cavani,Chemin,Moidraré,"026",CA-026 Chemin Moidraré
857,CA,Cavani,Impasse,Vetivers,"038",CA-038 Impasse Vetivers
2047,CA,Cavani,Rue,Velou,"052",CA-052 Rue Velou
1605,CA,Cavani,Avenue,Baco Mahadali,"058",CA-058 Avenue Baco Mahadali
1711,CA,Cavani,Rue,Bel'air,"061",CA-061 Rue Bel'air
2048,KA,Kawéni,Rue,Des Zambara,"009",KA-009 Rue Des Zambara
758,KA,Kawéni,Rue,des Médias,"032",KA-032 Rue des Médias
757,KA,Kawéni,Chemin,Lasbarani,"033",KA-033 Chemin Lasbarani
829,KA,Kawéni,Impasse,Des Goyaves,"035",KA-035 Impasse Des Goyaves
897,KA,Kawéni,Impasse,Maharadja,"040",KA-040 Impasse Maharadja
912,KA,Kawéni,Rue,De l'Espoir,"042",KA-042 Rue De l'Espoir
961,KA,Kawéni,Rue,Mbambouni,"045",KA-045 Rue Mbambouni
1340,KA,Kawéni,Impasse,Des Verts Pres,"057",KA-057 Impasse Des Verts Pres
1459,KA,Kawéni,Rue,Des Houbhoubs,"067",KA-067 Rue Des Houbhoubs
1188,KA,Kawéni,Chemin,Massidi,"116",KA-116 Chemin Massidi
1338,KA,Kawéni,Impasse,A nommer n°54,"127",KA-127 Impasse A nommer n°54
2145,KA,Kawéni,Chemin,Papa Magato,"144",KA-144 Chemin Papa Magato
2150,KA,Kawéni,Chemin,Kokar,"145",KA-145 Chemin Kokar
259,MA,Mamoudzou,Rue,Saindou M'Dahoma,"003",MA-003 Rue Saindou M'Dahoma
33,MA,Mamoudzou,Chemin,Mnadzi Moija,"040",MA-040 Chemin Mnadzi Moija
364,MA,Mamoudzou,Avenue,Abdoul-Bastoi Omar,"041",MA-041 Avenue Abdoul-Bastoi Omar
239,MA,Mamoudzou,Chemin,Ma Mzé,"065",MA-065 Chemin Ma Mzé
419,MA,Mamoudzou,Square,Papaye,"066",MA-066 Square Papaye
755,MA,Mamoudzou,Rue,Ali Ali Boto,"067",MA-067 Rue Ali Ali Boto
218,MA,Mamoudzou,Chemin,Moinecha Mhadji,"074",MA-074 Chemin Moinecha Mhadji
2206,MA,Mamoudzou,Chemin,Baboulhayri,"081",MA-081 Chemin Baboulhayri
919,MT,Mtsapéré,Chemin,Coco-Foundi,"013",MT-013 Chemin Coco-Foundi
1424,MT,Mtsapéré,Chemin,Saïndou-Hamza,"014",MT-014 Chemin Saïndou-Hamza
44,MT,Mtsapéré,Ruelle,Moidjoumoi Moirecha,"017",MT-017 Ruelle Moidjoumoi Moirecha
1994,MT,Mtsapéré,Chemin,Sidi Mkadamé,"070",MT-070 Chemin Sidi Mkadamé
1992,PA,Passamainty,Chemin,Chehou Koudoura,"002",PA-002 Chemin Chehou Koudoura
992,PA,Passamainty,Impasse,Manga Charia,"053",PA-053 Impasse Manga Charia
1485,PA,Passamainty,Chemin,Ba velou,"073",PA-073 Chemin Ba velou
627,PA,Passamainty,Chemin,Bourahima Ramadani,"110",PA-110 Chemin Bourahima Ramadani
1749,T1,Tsoundzou 1,Chemin,Oussalama,"019",T1-019 Chemin Oussalama
2029,T1,Tsoundzou 1,Rue,Barezi,"020",T1-020 Rue Barezi
1562,T1,Tsoundzou 1,Rue,Amana,"036",T1-036 Rue Amana
737,T2,Tsoundzou 2,Impasse,Baraka,"021",T2-021 Impasse Baraka
600,T2,Tsoundzou 2,Rue,Des héritiers,"027",T2-027 Rue Des héritiers
590,T2,Tsoundzou 2,Impasse,Koukoumba,"048",T2-048 Impasse Koukoumba
1638,T2,Tsoundzou 2,Escalier,Ma-Anli,"060",T2-060 Escalier Ma-Anli
1790,VA,Vahibé,Escalier,Kwalé Dzidzano,"003",VA-003 Escalier Kwalé Dzidzano
1691,VA,Vahibé,Escalier,Baroukia,"007",VA-007 Escalier Baroukia
784,VA,Vahibé,Chemin,Chagnougouni,"023",VA-023 Chemin Chagnougouni
785,VA,Vahibé,Impasse,Manoufa,"024",VA-024 Impasse Manoufa
1172,VA,Vahibé,Escalier,Mabdou,"025",VA-025 Escalier Mabdou
1100,VA,Vahibé,Escalier,Madi Baou,"026",VA-026 Escalier Madi Baou
903,VA,Vahibé,Rue,Foundi Soilihi,"027",VA-027 Rue Foundi Soilihi
1038,VA,Vahibé,Escalier,Managa Mizi,"028",VA-028 Escalier Managa Mizi
1712,CA,Cavani,Rue,Narya,"001",CA-001 Rue Narya
1722,CA,Cavani,Rue,Voltaire,"002",CA-002 Rue Voltaire
2126,CA,Cavani,Chemin,Attoumani Haoutouna,"021",CA-021 Chemin Attoumani Haoutouna
2125,CA,Cavani,Chemin,Ma Moida,"022",CA-022 Chemin Ma Moida
2035,KA,Kawéni,Impasse,A nommer n°53,"128",KA-128 Impasse A nommer n°53
1362,KA,Kawéni,Impasse,Lajoli,"006",KA-006 Impasse Lajoli
10,MA,Mamoudzou,Escalier,Ma Nadji,"047",MA-047 Escalier Ma Nadji
29,MA,Mamoudzou,Chemin,Moinecha Mhadji,"048",MA-048 Chemin Moinecha Mhadji
1998,CA,Cavani,Rue,Moida,"005",CA-005 Rue Moida
2011,CA,Cavani,Rue,Belveder,"006",CA-006 Rue Belveder
2021,CA,Cavani,Rue,Ngoudzo,"007",CA-007 Rue Ngoudzo
1408,KA,Kawéni,Rue,De la Poste,"007",KA-007 Rue De la Poste
1491,CA,Cavani,Rue,Crimador,"029",CA-029 Rue Crimador
1931,CA,Cavani,Rue,De L'Eglise,"003",CA-003 Rue De L'Eglise
1953,CA,Cavani,Ruelle,Baoussé,"004",CA-004 Ruelle Baoussé
2023,CA,Cavani,Rue,Mkiriwadjimoi,"008",CA-008 Rue Mkiriwadjimoi
2046,CA,Cavani,Rue,Soweto,"009",CA-009 Rue Soweto
2052,CA,Cavani,Rue,Des Champs,"010",CA-010 Rue Des Champs
2054,CA,Cavani,Rue,Ihioini Mahaba,"011",CA-011 Rue Ihioini Mahaba
2101,CA,Cavani,Rue,Salamouri,"012",CA-012 Rue Salamouri
2022,CA,Cavani,Chemin,Ralenti,"013",CA-013 Chemin Ralenti
1048,CA,Cavani,Chemin,Bob Dahilou,"014",CA-014 Chemin Bob Dahilou
771,CA,Cavani,Impasse,Ma Jacque,"015",CA-015 Impasse Ma Jacque
2122,CA,Cavani,Chemin,Loulou,"016",CA-016 Chemin Loulou
